#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_010658.1	1337250	1339823	+	-	-	SBBS512_RS09290	WP_000082350.1	857	MULTISPECIES: phage tail tape measure protein
chr	NC_010658.1	1339820	1340149	+	-	-	SBBS512_RS09295	WP_000847402.1	109	MULTISPECIES: tail protein
chr	NC_010658.1	1340149	1340847	+	-	-	SBBS512_RS09300	WP_001152522.1	232	MULTISPECIES: phage minor tail protein L
chr	NC_010658.1	1340852	1341595	+	-	-	SBBS512_RS09305	WP_012421494.1	247	MULTISPECIES: tail protein
chr	NC_010658.1	1341532	1342134	+	-	-	SBBS512_RS09310	WP_000090879.1	200	MULTISPECIES: tail protein
chr	NC_010658.1	1342267	1342452	-	-	-	SBBS512_RS28885	WP_071526774.1	61	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1346160	1346759	+	-	-	SBBS512_RS09320	WP_001233195.1	199	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1346911	1349886	+	-	-	SBBS512_RS09325	WP_000216494.1	991	hypothetical protein
chr	NC_010658.1	1349886	1350470	+	-	-	SBBS512_RS09330	WP_000885580.1	194	MULTISPECIES: tail assembly protein
chr	NC_010658.1	1350443	1350580	+	-	-	SBBS512_RS28890	WP_001309429.1	45	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1350525	1351181	-	-	-	SBBS512_RS09335	WP_000742385.1	218	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1351250	1351519	+	-	-	SBBS512_RS09340	WP_000937495.1	89	MULTISPECIES: tail fiber assembly protein
chr	NC_010658.1	1351634	1351804	+	-	-	SBBS512_RS09345	WP_000251936.1	56	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1352344	1352619	+	-	-	SBBS512_RS28900	WP_071821569.1	91	transposase
chr	NC_010658.1	1352538	1353041	+	-	-	SBBS512_RS09350	WP_012421287.1	167	transposase
chr	NC_010658.1	1353285	1354091	-	-	-	SBBS512_RS09355	WP_000443068.1	268	MULTISPECIES: tryptophan synthase subunit alpha
chr	NC_010658.1	1354091	1355284	-	-	-	SBBS512_RS09360	WP_000209504.1	397	MULTISPECIES: tryptophan synthase subunit beta
chr	NC_010658.1	1355296	1356654	-	-	-	SBBS512_RS09365	WP_024258587.1	452	bifunctional indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase
chr	NC_010658.1	1356658	1358253	-	-	-	SBBS512_RS09370	WP_000763539.1	531	MULTISPECIES: bifunctional glutamine amidotransferase/anthranilate phosphoribosyltransferase
chr	NC_010658.1	1358253	1359815	-	-	-	SBBS512_RS09375	WP_001194597.1	520	MULTISPECIES: anthranilate synthase component I
chr	NC_010658.1	1360089	1360970	+	-	-	SBBS512_RS09380	WP_001285686.1	293	MULTISPECIES: phosphatase
chr	NC_010658.1	1360967	1361587	+	-	-	SBBS512_RS09385	WP_001295575.1	206	MULTISPECIES: RNA-binding protein
chr	NC_010658.1	1361615	1363510	+	-	-	SBBS512_RS09390	WP_004984243.1	631	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1363721	1364593	+	-	-	SBBS512_RS09395	WP_001291213.1	290	MULTISPECIES: 23S rRNA pseudouridylate synthase B
chr	NC_010658.1	1365221	1365979	-	-	-	SBBS512_RS09405	WP_000559289.1	252	MULTISPECIES: NAD(P)-dependent oxidoreductase
chr	NC_010658.1	1366199	1367248	+	-	-	SBBS512_RS09415	WP_000422066.1	349	MULTISPECIES: protease SohB
chr	NC_010658.1	1367284	1367535	-	-	-	SBBS512_RS09420	WP_001031530.1	83	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1367916	1370513	+	-	-	SBBS512_RS09430	WP_012421655.1	865	MULTISPECIES: DNA topoisomerase 1
chr	NC_010658.1	1370568	1371071	-	-	-	SBBS512_RS09435	WP_011379166.1	167	transposase
chr	NC_010658.1	1370990	1371265	-	-	-	SBBS512_RS09440	WP_001317300.1	91	MULTISPECIES: transposase
chr	NC_010658.1	1371500	1372474	+	-	-	SBBS512_RS09445	WP_000776253.1	324	MULTISPECIES: LysR family transcriptional regulator CysB
chr	NC_010658.1	1372805	1372933	+	-	-	SBBS512_RS09450	WP_001295577.1	42	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1372936	1373103	+	-	-	SBBS512_RS09455	WP_001297116.1	55	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1376022	1376612	-	-	-	SBBS512_RS09465	WP_001176288.1	196	MULTISPECIES: GTP cyclohydrolase II
chr	NC_010658.1	1376782	1377546	+	-	-	SBBS512_RS09470	WP_001256538.1	254	MULTISPECIES: phosphatidylglycerophosphatase B
chr	NC_010658.1	1377695	1378003	+	-	-	SBBS512_RS09475	WP_000876286.1	102	MULTISPECIES: LPS assembly protein A
chr	NC_010658.1	1378010	1379179	+	-	-	SBBS512_RS09480	WP_000891353.1	389	MULTISPECIES: LPS assembly protein B
chr	NC_010658.1	1379372	1380109	+	-	-	SBBS512_RS09485	WP_000176274.1	245	MULTISPECIES: orotidine 5\'-phosphate decarboxylase
chr	NC_010658.1	1380109	1380435	+	-	-	SBBS512_RS09490	WP_001362354.1	108	MULTISPECIES: translation initiation factor
chr	NC_010658.1	1380547	1380822	+	-	-	SBBS512_RS28905	WP_001317300.1	91	MULTISPECIES: transposase
chr	NC_010658.1	1380741	1381244	+	-	-	SBBS512_RS09495	WP_000089821.1	167	MULTISPECIES: transposase
chr	NC_010658.1	1381337	1381555	-	-	-	SBBS512_RS09500	WP_000498253.1	72	MULTISPECIES: osmotically-inducible lipoprotein B
chr	NC_010658.1	1381824	1382573	-	-	-	SBBS512_RS09505	WP_001088626.1	249	MULTISPECIES: DeoR family transcriptional regulator
chr	NC_010658.1	1382663	1382836	-	-	-	SBBS512_RS09510	WP_001288368.1	57	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1382983	1384968	-	-	-	SBBS512_RS09515	WP_000859960.1	661	MULTISPECIES: cyclic di-GMP phosphodiesterase
chr	NC_010658.1	1385042	1385545	-	-	-	SBBS512_RS09520	WP_000089772.1	167	transposase
chr	NC_010658.1	1385464	1385739	-	-	-	SBBS512_RS09525	WP_024217409.1	91	MULTISPECIES: transposase
chr	NC_010658.1	1385981	1387915	-	-	-	SBBS512_RS09535	WP_000484972.1	644	MULTISPECIES: exoribonuclease 2
chr	NC_010658.1	1387983	1389110	-	-	-	SBBS512_RS09540	WP_024258588.1	375	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1389255	1390043	-	-	-	SBBS512_RS09545	WP_000506487.1	262	MULTISPECIES: enoyl
chr	NC_010658.1	1390491	1392029	-	-	-	SBBS512_RS09555	WP_000016886.1	512	IS66 family transposase
chr	NC_010658.1	1392078	1392425	-	-	-	SBBS512_RS09560	WP_000612625.1	115	transposase
chr	NC_010658.1	1392422	1392802	-	-	-	SBBS512_RS09565	WP_001333468.1	126	MULTISPECIES: transposase
chr	NC_010658.1	1392878	1393210	-	-	-	SBBS512_RS09570	WP_024258589.1	110	hypothetical protein
chr	NC_010658.1	1393281	1394087	-	-	-	SBBS512_RS09575	WP_000573407.1	268	MULTISPECIES: peptide transport system ATP-binding protein SapF
chr	NC_010658.1	1394089	1395081	-	-	-	SBBS512_RS09580	WP_001128858.1	330	MULTISPECIES: peptide transport system ATP-binding protein SapD
chr	NC_010658.1	1395081	1395971	-	-	-	SBBS512_RS09585	WP_001146163.1	296	MULTISPECIES: peptide ABC transporter permease
chr	NC_010658.1	1395958	1396923	-	-	-	SBBS512_RS09590	WP_000583277.1	321	MULTISPECIES: peptide ABC transporter permease
chr	NC_010658.1	1396920	1398563	-	-	-	SBBS512_RS09595	WP_001250213.1	547	MULTISPECIES: ABC transporter substrate-binding protein
chr	NC_010658.1	1398606	1398806	-	-	-	SBBS512_RS09600	WP_039059290.1	66	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1398876	1399121	-	-	-	SBBS512_RS09605	WP_001015099.1	81	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1399255	1400640	-	-	-	SBBS512_RS09610	WP_012421357.1	461	MULTISPECIES: amino acid permease
chr	NC_010658.1	1400943	1402361	-	-	-	SBBS512_RS09615	WP_012421333.1	472	MULTISPECIES: gamma-glutamylputrescine synthetase
chr	NC_010658.1	1403363	1403920	+	-	-	SBBS512_RS09625	WP_001278727.1	185	MULTISPECIES: transcriptional regulator
chr	NC_010658.1	1404027	1404206	-	-	-	SBBS512_RS28910	WP_071821571.1	59	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1404195	1405682	+	-	-	SBBS512_RS09630	WP_001009105.1	495	MULTISPECIES: aldehyde dehydrogenase PuuC
chr	NC_010658.1	1405684	1406964	+	-	-	SBBS512_RS09635	WP_000134889.1	426	gamma-glutamylputrescine oxidoreductase
chr	NC_010658.1	1407002	1408267	+	-	-	SBBS512_RS09640	WP_000069217.1	421	MULTISPECIES: 4-aminobutyrate transaminase
chr	NC_010658.1	1408387	1409364	-	-	-	SBBS512_RS09645	WP_000852838.1	325	MULTISPECIES: phage shock protein operon transcriptional activator
chr	NC_010658.1	1409531	1410199	+	-	-	SBBS512_RS09650	WP_000511025.1	222	MULTISPECIES: phage shock protein A
chr	NC_010658.1	1410253	1410477	+	-	-	SBBS512_RS09655	WP_001274964.1	74	MULTISPECIES: phage shock protein B
chr	NC_010658.1	1410477	1410836	+	-	-	SBBS512_RS09660	WP_000907387.1	119	MULTISPECIES: phage shock protein C
chr	NC_010658.1	1410845	1411066	+	-	-	SBBS512_RS09665	WP_001359759.1	73	MULTISPECIES: phage shock protein D
chr	NC_010658.1	1411141	1411455	+	-	-	SBBS512_RS09670	WP_000473109.1	104	MULTISPECIES: thiosulfate sulfurtransferase PspE
chr	NC_010658.1	1411667	1411783	+	-	-	SBBS512_RS09675	WP_000810469.1	38	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1411812	1412087	+	-	-	SBBS512_RS28915	WP_001317300.1	91	MULTISPECIES: transposase
chr	NC_010658.1	1412920	1413297	-	-	-	SBBS512_RS09690	WP_012421350.1	125	transposase
chr	NC_010658.1	1413342	1413617	-	-	-	SBBS512_RS09695	WP_001352790.1	91	MULTISPECIES: transposase
chr	NC_010658.1	1414464	1415369	+	-	-	SBBS512_RS09705	WP_000735251.1	301	MULTISPECIES: membrane protein
chr	NC_010658.1	1415480	1416478	-	-	-	SBBS512_RS09710	WP_000075385.1	332	MULTISPECIES: LacI family transcriptional regulator
chr	NC_010658.1	1416633	1418030	+	-	-	SBBS512_RS09715	WP_000825790.1	465	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1418027	1419088	+	-	-	SBBS512_RS09720	WP_000138717.1	353	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1419236	1420777	+	-	-	SBBS512_RS09725	WP_001300658.1	513	MULTISPECIES: TyrR family transcriptional regulator
chr	NC_010658.1	1420821	1421327	-	-	-	SBBS512_RS09730	WP_000084384.1	168	MULTISPECIES: 2-Cys peroxiredoxin
chr	NC_010658.1	1421446	1422411	+	-	-	SBBS512_RS09735	WP_001295588.1	321	MULTISPECIES: dipeptide epimerase
chr	NC_010658.1	1422386	1423114	-	-	-	SBBS512_RS09740	WP_024258591.1	242	MULTISPECIES: murein peptide amidase A
chr	NC_010658.1	1423695	1423997	+	-	-	SBBS512_RS09750	WP_001344353.1	100	MULTISPECIES: transposase
chr	NC_010658.1	1424022	1424240	+	-	-	SBBS512_RS28920	WP_069734064.1	72	MULTISPECIES: transposase
chr	NC_010658.1	1424210	1424749	+	-	-	SBBS512_RS09755	WP_071821505.1	179	MULTISPECIES: transposase
chr	NC_010658.1	1424746	1425222	-	-	-	SBBS512_RS09760	WP_012421660.1	158	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1426171	1427091	-	-	-	SBBS512_RS09770	WP_012421392.1	306	hypothetical protein
chr	NC_010658.1	1427172	1427315	-	-	-	SBBS512_RS28925	WP_012421530.1	47	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1427272	1427637	+	-	-	SBBS512_RS09775	WP_000567766.1	121	MULTISPECIES: transposase
chr	NC_010658.1	1427595	1428500	+	-	-	SBBS512_RS09780	WP_000376502.1	301	MULTISPECIES: integrase
chr	NC_010658.1	1428565	1429464	+	-	-	SBBS512_RS09785	WP_000817680.1	299	MULTISPECIES: LysR family transcriptional regulator
chr	NC_010658.1	1429553	1429678	+	-	-	SBBS512_RS09790	WP_001298735.1	41	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1429801	1431414	+	-	-	SBBS512_RS09795	WP_000683019.1	537	MULTISPECIES: peptide ABC transporter substrate-binding protein
chr	NC_010658.1	1431465	1432496	-	-	-	SBBS512_RS09800	WP_000559900.1	343	MULTISPECIES: low conductance mechanosensitive channel YnaI
chr	NC_010658.1	1432675	1432950	+	-	-	SBBS512_RS09805	WP_024258592.1	91	transposase
chr	NC_010658.1	1432869	1433372	+	-	-	SBBS512_RS09810	WP_000089821.1	167	MULTISPECIES: transposase
chr	NC_010658.1	1433517	1433774	+	-	-	SBBS512_RS09815	WP_000605090.1	85	MULTISPECIES: DUF2534 domain-containing protein
chr	NC_010658.1	1433836	1434774	-	-	-	SBBS512_RS09820	WP_001262112.1	312	MULTISPECIES: universal stress protein E
chr	NC_010658.1	1434926	1435678	-	-	-	SBBS512_RS09825	WP_000611911.1	250	MULTISPECIES: transcriptional regulator FNR
chr	NC_010658.1	1435873	1436388	-	-	-	SBBS512_RS09830	WP_000945013.1	171	MULTISPECIES: O-6-alkylguanine-DNA--cysteine-protein methyltransferase
chr	NC_010658.1	1436399	1437013	-	-	-	SBBS512_RS28930	WP_001128361.1	204	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1437071	1437346	+	-	-	SBBS512_RS09840	WP_001317300.1	91	MULTISPECIES: transposase
chr	NC_010658.1	1437265	1437768	+	-	-	SBBS512_RS09845	WP_000089821.1	167	MULTISPECIES: transposase
chr	NC_010658.1	1438632	1438826	-	-	-	SBBS512_RS09855	WP_032335667.1	64	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1438739	1440184	-	-	-	SBBS512_RS09860	WP_001156463.1	481	MULTISPECIES: peptidase M20
chr	NC_010658.1	1441513	1442421	+	-	-	SBBS512_RS09870	WP_000885456.1	302	MULTISPECIES: LysR family transcriptional regulator
chr	NC_010658.1	1442849	1443229	+	-	-	SBBS512_RS09875	WP_001333468.1	126	MULTISPECIES: transposase
chr	NC_010658.1	1443226	1443573	+	-	-	SBBS512_RS09880	WP_000612626.1	115	MULTISPECIES: transposase
chr	NC_010658.1	1443622	1445160	+	-	-	SBBS512_RS09885	WP_000099170.1	512	MULTISPECIES: IS66 family transposase
chr	NC_010658.1	1445200	1445763	+	-	-	SBBS512_RS09890	WP_001046827.1	187	MULTISPECIES: DNA endonuclease SmrA
chr	NC_010658.1	1445784	1447016	-	-	-	SBBS512_RS09895	WP_024258594.1	410	sensor domain-containing diguanylate cyclase
chr	NC_010658.1	1447271	1448254	+	-	zntB	SBBS512_RS09900	WP_000387388.1	327	MULTISPECIES: zinc transporter ZntB
chr	NC_010658.1	1448529	1448702	+	-	-	SBBS512_RS09905	WP_001296046.1	57	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1448732	1450105	+	-	-	SBBS512_RS09910	WP_000123780.1	457	MULTISPECIES: ATP-dependent RNA helicase
chr	NC_010658.1	1450234	1451169	-	-	-	SBBS512_RS09915	WP_001157416.1	311	MULTISPECIES: tRNA 2-thiocytidine(32) synthetase TtcA
chr	NC_010658.1	1451221	1451985	-	-	-	SBBS512_RS28935	WP_001261068.1	254	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1452131	1452433	+	-	-	SBBS512_RS09925	WP_000087856.1	100	MULTISPECIES: transposase
chr	NC_010658.1	1452516	1452842	+	-	-	SBBS512_RS09930	WP_012421667.1	108	transposase
chr	NC_010658.1	1452842	1453729	+	-	-	SBBS512_RS09935	WP_001421728.1	295	MULTISPECIES: transposase
chr	NC_010658.1	1453732	1454154	-	-	-	SBBS512_RS09940	WP_071821572.1	140	hypothetical protein
chr	NC_010658.1	1454124	1454342	-	-	-	SBBS512_RS28940	WP_069734064.1	72	MULTISPECIES: transposase
chr	NC_010658.1	1454367	1454669	-	-	-	SBBS512_RS09945	WP_001344353.1	100	MULTISPECIES: transposase
chr	NC_010658.1	1454838	1455503	+	-	-	SBBS512_RS09950	WP_012421537.1	221	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1455674	1455886	+	-	-	SBBS512_RS09955	WP_000882657.1	70	MULTISPECIES: Hok/Gef family protein
chr	NC_010658.1	1456136	1456423	+	-	-	SBBS512_RS09960	WP_000687440.1	95	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1456443	1457060	+	-	-	SBBS512_RS09965	WP_001134632.1	205	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1457319	1457621	+	-	-	SBBS512_RS09975	WP_012421505.1	100	MULTISPECIES: transposase
chr	NC_010658.1	1457657	1458475	+	-	-	SBBS512_RS09980	WP_012421609.1	272	transposase
chr	NC_010658.1	1458531	1459085	+	-	-	SBBS512_RS09985	WP_000640137.1	184	MULTISPECIES: late gene antiterminator protein
chr	NC_010658.1	1459550	1459663	+	-	-	SBBS512_RS28945	WP_071821574.1	37	transposase
chr	NC_010658.1	1459644	1459946	+	-	-	SBBS512_RS10005	WP_005005797.1	100	MULTISPECIES: transposase
chr	NC_010658.1	1459973	1460812	+	-	-	SBBS512_RS10010	WP_024258596.1	279	transposase
chr	NC_010658.1	1460747	1462063	-	-	-	SBBS512_RS10015	WP_000016885.1	438	transposase
chr	NC_010658.1	1462112	1462459	-	-	-	SBBS512_RS10020	WP_000612625.1	115	transposase
chr	NC_010658.1	1462456	1462836	-	-	-	SBBS512_RS10025	WP_001333468.1	126	MULTISPECIES: transposase
chr	NC_010658.1	1463629	1464486	-	-	-	SBBS512_RS10035	WP_000968134.1	285	MULTISPECIES: membrane protein
chr	NC_010658.1	1464483	1465340	-	-	-	SBBS512_RS10040	WP_001101728.1	285	MULTISPECIES: membrane protein
chr	NC_010658.1	1465337	1466164	-	-	-	SBBS512_RS10045	WP_000983723.1	275	MULTISPECIES: manganese transporter
chr	NC_010658.1	1466164	1467078	-	-	-	SBBS512_RS10050	WP_000555620.1	304	MULTISPECIES: metal ABC transporter substrate-binding protein
chr	NC_010658.1	1467635	1468069	-	-	-	SBBS512_RS10055	WP_001295593.1	144	MULTISPECIES: universal stress protein F
chr	NC_010658.1	1468210	1469343	-	-	-	SBBS512_RS10060	WP_000837912.1	377	MULTISPECIES: phosphoporin PhoE
chr	NC_010658.1	1469709	1473233	-	-	-	SBBS512_RS10065	WP_000628201.1	1174	MULTISPECIES: pyruvate:ferredoxin (flavodoxin) oxidoreductase
chr	NC_010658.1	1473507	1473773	+	-	-	SBBS512_RS10070	WP_001295715.1	88	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1473770	1474192	-	-	-	SBBS512_RS10075	WP_001298828.1	140	MULTISPECIES: heat-shock protein HslJ
chr	NC_010658.1	1474303	1475292	-	-	-	SBBS512_RS10080	WP_000762229.1	329	MULTISPECIES: lactate dehydrogenase
chr	NC_010658.1	1475500	1478139	+	-	-	SBBS512_RS10085	WP_000900921.1	879	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1478136	1478321	+	-	-	SBBS512_RS10090	WP_000698142.1	61	MULTISPECIES: YnbE family lipoprotein
chr	NC_010658.1	1478329	1478673	+	-	-	SBBS512_RS10095	WP_000752045.1	114	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1479079	1479354	-	-	-	SBBS512_RS10100	WP_042938476.1	91	MULTISPECIES: transposase
chr	NC_010658.1	1479565	1480170	+	-	-	SBBS512_RS10105	WP_000177543.1	201	MULTISPECIES: membrane protein
chr	NC_010658.1	1480170	1480469	+	-	-	SBBS512_RS10110	WP_000890930.1	99	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1480520	1480795	+	-	-	SBBS512_RS10115	WP_001446308.1	91	MULTISPECIES: transposase
chr	NC_010658.1	1480714	1481217	+	-	-	SBBS512_RS10120	WP_012421294.1	167	transposase
chr	NC_010658.1	1481561	1481836	+	-	-	SBBS512_RS10130	WP_024217409.1	91	MULTISPECIES: transposase
chr	NC_010658.1	1481755	1482258	+	-	-	SBBS512_RS10135	WP_000089772.1	167	transposase
chr	NC_010658.1	1483937	1485253	+	-	-	SBBS512_RS10145	WP_000627383.1	438	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1485304	1485909	-	-	-	SBBS512_RS10150	WP_000048948.1	201	MULTISPECIES: FMN-dependent NADH-azoreductase
chr	NC_010658.1	1486110	1490012	+	-	-	SBBS512_RS10155	WP_000139590.1	1300	ATP-dependent helicase
chr	NC_010658.1	1490284	1491084	+	-	-	SBBS512_RS10160	WP_001027951.1	266	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1491281	1492720	+	-	-	SBBS512_RS10165	WP_000115942.1	479	MULTISPECIES: aldehyde dehydrogenase
chr	NC_010658.1	1493759	1494061	+	-	-	SBBS512_RS10175	WP_001344353.1	100	MULTISPECIES: transposase
chr	NC_010658.1	1494088	1494927	+	-	-	SBBS512_RS10180	WP_004980433.1	279	MULTISPECIES: transposase
chr	NC_010658.1	1494902	1495015	-	-	-	SBBS512_RS10185	WP_000048696.1	37	MULTISPECIES: glyceraldehyde-3-phosphate dehydrogenase
chr	NC_010658.1	1495158	1496696	-	-	-	SBBS512_RS10190	WP_000099170.1	512	MULTISPECIES: IS66 family transposase
chr	NC_010658.1	1496745	1497092	-	-	-	SBBS512_RS10195	WP_000612626.1	115	MULTISPECIES: transposase
chr	NC_010658.1	1497089	1497469	-	-	-	SBBS512_RS10200	WP_001333468.1	126	MULTISPECIES: transposase
chr	NC_010658.1	1497653	1498183	+	-	-	SBBS512_RS10205	WP_000428998.1	176	MULTISPECIES: cytochrome b561
chr	NC_010658.1	1498428	1498601	+	-	-	SBBS512_RS10210	WP_000731833.1	57	MULTISPECIES: periplasmic protein
chr	NC_010658.1	1498673	1498822	-	-	-	SBBS512_RS10215	WP_001320773.1	49	MULTISPECIES: protein HokB
chr	NC_010658.1	1500720	1502258	-	-	-	SBBS512_RS10225	WP_000016886.1	512	IS66 family transposase
chr	NC_010658.1	1502307	1502654	-	-	-	SBBS512_RS10230	WP_000612625.1	115	transposase
chr	NC_010658.1	1502651	1503031	-	-	-	SBBS512_RS10235	WP_001333468.1	126	MULTISPECIES: transposase
chr	NC_010658.1	1503339	1504262	-	-	-	SBBS512_RS10240	WP_012421364.1	307	MULTISPECIES: LysR family transcriptional regulator
chr	NC_010658.1	1504479	1505822	+	-	-	SBBS512_RS10245	WP_000013782.1	447	MULTISPECIES: DUF1338 domain-containing protein
chr	NC_010658.1	1506047	1507702	+	-	mdoD	SBBS512_RS10250	WP_000375947.1	551	MULTISPECIES: glucans biosynthesis protein D
chr	NC_010658.1	1507623	1507826	-	-	-	SBBS512_RS10255	WP_039059320.1	67	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1507842	1508066	+	-	-	SBBS512_RS10260	WP_004983724.1	74	MULTISPECIES: hypothetical protein
chr	NC_010658.1	1508129	1508665	+	-	-	SBBS512_RS10265	WP_000140884.1	178	MULTISPECIES: ribosomal protein L7/L12-serine acetyltransferase
chr	NC_010658.1	1508973	1510511	-	-	-	SBBS512_RS10275	WP_000099170.1	512	MULTISPECIES: IS66 family transposase
chr	NC_010658.1	1510560	1510907	-	-	-	SBBS512_RS10280	WP_000612626.1	115	MULTISPECIES: transposase
chr	NC_010658.1	1510904	1511284	-	-	-	SBBS512_RS10285	WP_001333468.1	126	MULTISPECIES: transposase
chr	NC_010658.1	1512213	1513205	+	-	-	SBBS512_RS10295	WP_012421650.1	330	MULTISPECIES: dicarboxylate transporter/tellurite-resistance protein TehA
chr	NC_010658.1	1513202	1513795	+	-	-	SBBS512_RS10300	WP_000586729.1	197	MULTISPECIES: tellurite resistance methyltransferase TehB
chr	NC_010658.1	1514258	1514533	+	-	-	SBBS512_RS10305	WP_001446308.1	91	MULTISPECIES: transposase
chr	NC_010658.1	1514837	1515655	-	-	-	SBBS512_RS10315	WP_000336678.1	272	MULTISPECIES: transposase
chr	NC_010658.1	1517446	1518333	-	-	-	SBBS512_RS10340	WP_024258599.1	295	transposase
chr	NC_010658.1	1520000	1520302	+	-	-	SBBS512_RS10355	WP_001344353.1	100	MULTISPECIES: transposase
chr	NC_010658.1	1520327	1520545	+	-	-	SBBS512_RS29000	WP_069734064.1	72	MULTISPECIES: transposase
chr	NC_010658.1	1520515	1521054	+	-	-	SBBS512_RS10360	WP_071821505.1	179	MULTISPECIES: transposase
chr	NC_010658.1	1521116	1522501	+	-	-	SBBS512_RS10365	WP_000398458.1	461	6-phospho-beta-glucosidase
chr	NC_010658.1	1522529	1523434	-	-	-	SBBS512_RS10370	WP_012421242.1	301	transposase
chr	NC_010658.1	1523710	1523883	+	-	-	SBBS512_RS29010	WP_071821694.1	57	MULTISPECIES: nitrite extrusion protein 2
chr	NC_010658.1	1523920	1524423	-	-	-	SBBS512_RS10385	WP_000089764.1	167	MULTISPECIES: transposase
