
GLIMMER    (ver.    3.02;    iterated)    predictions:
orf02362    1834808    1835515    +2    12.25
orf02363    1835515    1836063    +1    13.20
orf02364    1836073    1837239    +1    11.02
orf02365    1837212    1838747    +3    11.33
orf02366    1838747    1839400    +2    7.12
orf02368    1839467    1840774    +2    12.09
orf02370    1841403    1840783    -1    12.72
orf02371    1841490    1841897    +3    10.89
orf02372    1842135    1841863    -1    4.13
orf02373    1842333    1842220    -1    1.31
orf02374    1842371    1843714    +2    11.83
orf02376    1844871    1843831    -1    3.30
orf02378    1846960    1844999    -2    11.22
orf02379    1848008    1846965    -3    11.90
orf02380    1848676    1848125    -2    12.98
orf02382    1848825    1850693    +3    12.96
orf02383    1850908    1851876    +1    12.18
orf02384    1851887    1852528    +2    10.03
orf02385    1853979    1852621    -1    5.17
orf02386    1854854    1854096    -3    7.74
orf02387    1855971    1854991    -1    8.38
orf02388    1856928    1855981    -1    9.20
orf02389    1857769    1856933    -2    9.62
orf02390    1858833    1857790    -1    10.14
orf02391    1860229    1858850    -2    9.19
orf02395    1861332    1860256    -1    9.64
orf02396    1861974    1861702    -1    11.47
orf02398    1862429    1862016    -3    4.59
orf02399    1862771    1863766    +2    8.92
orf02401    1863850    1864734    +1    12.62
orf02402    1865636    1864782    -3    9.40
orf02403    1866472    1865726    -2    11.28
orf02404    1866908    1868842    +2    10.49
orf02405    1868955    1870238    +3    10.66
orf02406    1870526    1871860    +2    6.68
orf02407    1872041    1873531    +2    8.49
orf02408    1873574    1874077    +2    9.11
orf02410    1874352    1874798    +3    12.54
orf02411    1875564    1874755    -1    4.27
orf02413    1875673    1876854    +1    6.05
orf02414    1876909    1877256    +1    13.73
orf02415    1877532    1877278    -1    5.25
orf02417    1877586    1878740    +3    8.78
orf02418    1878758    1878871    +2    0.07
orf02420    1879255    1879007    -2    11.07
orf02421    1879585    1879403    -2    12.68
orf02422    1879948    1879589    -2    6.20
orf02423    1879919    1880053    +2    3.25
orf02424    1880759    1880121    -3    8.12
orf02425    1881809    1880886    -3    13.01
orf02426    1881912    1882997    +3    11.40
orf02427    1883194    1884633    +1    10.95
orf02428    1884665    1885789    +2    11.32
orf02430    1885845    1886810    +3    9.43
orf02432    1887991    1886864    -2    13.33
orf02434    1889746    1888061    -2    13.74
orf02435    1890532    1889951    -2    8.53
orf02436    1891267    1890572    -2    12.45
orf02437    1893235    1891325    -2    9.86
orf02438    1893367    1893711    +1    12.13
orf02440    1893882    1893745    -1    3.56
orf02442    1894133    1894432    +2    4.59
orf02443    1894731    1894552    -1    15.11
orf02444    1894805    1896166    +2    11.27
orf02445    1896170    1896748    +2    8.94
orf02447    1896998    1898296    +2    13.50
orf02448    1898427    1900025    +3    9.67
orf02449    1901585    1900029    -3    14.78
orf02450    1902048    1903019    +3    13.13
orf02451    1903082    1903882    +2    12.07
orf02453    1903895    1904746    +2    11.84
orf02455    1904801    1905259    +2    4.54
orf02456    1905688    1906254    +1    9.61
orf02457    1907060    1906251    -3    7.46
orf02458    1907435    1907226    -3    9.36
orf02460    1907591    1907448    -3    3.40
orf02461    1908548    1908261    -3    5.61
orf02462    1908766    1908623    -2    5.83
orf02464    1908925    1909164    +1    1.10
orf02465    1910099    1909308    -3    12.25
orf02466    1910276    1911649    +2    9.17
orf02468    1912576    1911695    -2    11.63
orf02469    1914810    1912768    -1    12.91
orf02470    1915534    1914836    -2    9.12
orf02471    1916128    1915631    -2    7.40
orf02473    1916303    1917541    +2    6.86
orf02474    1917504    1920143    +3    11.13
orf02475    1920223    1921662    +1    11.72
orf02476    1921780    1922016    +1    5.55
orf02477    1922121    1922312    +3    5.96
orf02478    1922969    1922313    -3    6.99
orf02479    1923706    1923365    -2    8.57
orf02481    1924591    1923719    -2    9.47
orf02483    1924969    1924595    -2    6.24
orf02484    1925108    1925338    +2    8.99
orf02485    1925440    1926096    +1    5.48
orf02486    1926120    1926782    +3    12.03
orf02487    1928839    1926779    -2    11.70
orf02488    1929707    1929048    -3    13.36
orf02491    1930390    1930034    -2    9.72
orf02492    1930747    1930457    -2    10.49
orf02493    1930881    1932059    +3    10.55
orf02494    1932756    1932115    -1    14.84
orf02495    1934604    1932793    -1    10.55
orf02497    1936314    1934839    -1    12.93
orf02498    1936629    1936480    -1    2.79
orf02499    1936652    1937521    +2    8.24
orf02500    1937649    1939091    +3    10.57
orf02501    1940193    1939222    -1    12.45
orf02502    1941635    1940313    -3    12.71
orf02504    1942709    1941651    -3    3.02
orf02505    1942662    1943417    +3    7.36
orf02506    1943414    1944199    +2    12.76
orf02508    1945356    1944346    -1    14.82
orf02509    1945976    1945365    -3    13.85
orf02511    1946251    1946853    +1    5.86
orf02512    1947376    1946855    -2    11.94
orf02514    1948151    1947411    -3    12.93
orf02515    1948557    1948180    -1    10.74
orf02517    1950483    1948750    -1    14.66
orf02518    1950832    1951398    +1    11.60
orf02519    1951395    1952213    +3    6.58
orf02520    1952266    1952661    +1    13.76
orf02522    1952702    1953445    +2    12.62
orf02524    1953442    1954413    +1    14.27
orf02525    1957007    1954578    -3    13.38
orf02526    1958132    1957032    -3    7.99
orf02528    1959266    1958520    -3    6.58
orf02530    1959852    1959280    -1    10.21
orf02533    1960062    1961795    +3    15.36
orf02534    1961972    1962460    +2    3.21
orf02535    1962816    1962580    -1    3.56
orf02536    1965050    1962972    -3    11.84
orf02538    1966191    1965043    -1    9.47
orf02539    1966224    1966358    +3    0.28
orf02541    1967037    1966393    -1    14.14
orf02542    1967437    1967048    -2    13.59
orf02544    1968501    1967452    -1    11.37
orf02546    1969364    1968504    -3    10.22
orf02547    1970984    1969383    -3    13.64
orf02548    1972691    1971030    -3    11.81
orf02549    1973339    1972836    -3    12.95
orf02550    1975318    1973360    -2    9.74
orf02551    1976255    1975329    -3    7.41
orf02553    1977139    1976252    -2    12.40
orf02556    1977844    1977266    -2    9.77
orf02557    1978197    1977847    -1    7.66
orf02558    1979021    1978518    -3    14.02
orf02560    1979753    1980181    +2    5.27
orf02561    1981612    1980188    -2    8.86
orf02562    1982387    1981587    -3    7.48
orf02563    1983540    1982554    -1    11.33
orf02564    1985069    1983555    -3    13.82
orf02565    1986128    1985139    -3    14.53
orf02566    1986925    1987428    +1    9.50
orf02568    1987758    1987507    -1    9.52
orf02569    1987870    1988016    +1    2.86
orf02572    1988691    1988551    -1    4.71
orf02573    1988716    1989213    +1    15.95
orf02574    1989490    1989251    -2    9.89
orf02575    1989742    1989629    -2    4.00
orf02576    1989750    1990892    +3    12.06
orf02578    1991619    1990954    -1    12.11
orf02580    1992817    1992269    -2    9.50
orf02581    1994706    1992874    -1    11.18
orf02582    1995359    1994703    -3    5.48
orf02583    1995726    1995598    -1    1.09
orf02584    1995818    1996042    +2    12.55
orf02585    1996832    1996110    -3    6.06
orf02586    1997814    1997062    -1    13.57
orf02587    1998479    1997811    -3    13.11
orf02588    1999480    1998494    -2    13.30
orf02589    2000385    1999585    -1    16.85
orf02590    2001024    2000473    -1    7.30
orf02591    2001789    2001070    -1    11.66
orf02592    2003606    2002110    -3    8.18
orf02593    2003872    2005278    +1    12.54
orf02594    2005303    2005713    +1    9.42
orf02595    2005713    2006078    +3    11.94
orf02596    2006156    2007643    +2    12.33
orf02598    2008156    2007677    -2    13.10
orf02600    2008277    2009482    +2    14.95
orf02601    2009479    2009712    +1    13.11
orf02602    2009821    2010489    +1    8.70
orf02603    2010600    2011079    +3    6.62
orf02604    2013014    2012700    -3    13.40
orf02606    2013229    2014887    +1    13.43
orf02608    2014880    2015875    +2    17.44
orf02611    2015868    2016554    +3    13.48
orf02613    2016554    2017927    +2    14.43
orf02614    2017946    2018389    +2    14.49
orf02618    2018386    2019513    +1    8.36
orf02620    2019618    2020082    +3    11.62
orf02622    2020087    2021091    +1    13.95
orf02623    2021088    2021501    +3    14.85
orf02624    2021586    2021464    -1    9.76
orf02625    2021564    2021869    +2    7.39
orf02627    2021869    2022606    +1    13.25
orf02628    2022616    2022885    +1    14.30
orf02630    2022893    2023678    +2    12.03
orf02631    2023968    2024591    +3    5.18
orf02633    2024823    2024635    -1    10.78
orf02635    2024986    2025213    +1    13.86
orf02637    2025511    2026326    +1    10.09
orf02638    2027999    2026323    -3    9.65
orf02641    2028370    2028188    -2    5.40
orf02642    2029366    2028449    -2    15.13
orf02643    2029539    2030459    +3    12.27
orf02644    2030918    2030448    -3    9.91
orf02645    2032317    2030899    -1    11.36
orf02646    2033079    2032384    -1    11.98
orf02647    2033421    2033119    -1    3.23
orf02648    2034051    2034536    +3    9.77
orf02650    2034558    2034755    +3    2.20
orf02651    2034854    2035243    +2    8.87
orf02652    2035671    2035814    +3    2.37
orf02653    2035835    2036686    +2    11.54
orf02656    2038044    2036794    -1    3.50
orf02657    2038934    2038152    -3    3.02
orf02658    2038956    2039369    +3    3.56
orf02659    2039478    2040482    +3    11.49
orf02661    2040483    2041118    +3    9.20
orf02662    2041375    2042025    +1    6.23
orf02664    2042368    2042898    +1    4.41
orf02665    2043651    2044448    +3    6.00
orf02666    2044748    2044897    +2    1.05
orf02668    2045058    2052014    +3    5.91
orf02669    2053328    2052624    -3    3.32
orf02670    2053643    2054959    +2    8.01
orf02671    2055061    2056515    +1    5.53
orf02672    2056858    2057574    +1    6.67
orf02675    2059657    2058203    -2    5.42
orf02676    2060914    2059964    -2    6.44
orf02677    2061933    2061016    -1    6.96
orf02678    2063323    2062391    -2    3.76
orf02679    2064467    2063388    -3    7.08
orf02680    2065222    2064479    -2    8.95
orf02681    2065764    2065219    -1    6.64
orf02682    2066038    2065916    -2    2.70
orf02683    2067321    2066305    -1    19.03
orf02684    2067592    2067428    -2    5.25
orf02688    2069857    2068952    -2    9.96
orf02689    2070180    2069815    -1    3.99
orf02690    2070352    2070504    +1    5.12
orf02691    2070612    2071211    +3    4.78
orf02694    2071539    2074658    +3    7.60
orf02696    2074779    2076311    +3    6.86
orf02697    2076308    2076754    +2    8.93
orf02699    2076817    2077038    +1    12.71
orf02700    2077232    2077480    +2    9.41
orf02702    2077569    2077943    +3    5.97
orf02703    2077943    2078134    +2    11.68
orf02704    2079361    2079032    -2    14.20
orf02705    2079452    2079568    +2    2.10
orf02706    2080591    2079533    -2    9.80
orf02707    2081262    2080789    -1    9.71
orf02708    2082547    2081381    -2    9.22
orf02709    2082756    2084183    +3    12.37
orf02710    2084453    2084226    -3    12.40
orf02711    2085525    2084467    -1    7.02
orf02712    2087062    2085704    -2    12.40
orf02713    2088258    2087329    -1    11.28
orf02714    2089128    2088304    -1    8.77
orf02715    2089465    2089211    -2    0.85
orf02716    2089713    2089462    -1    5.14
orf02717    2090192    2091091    +2    15.67
orf02718    2091097    2092401    +1    13.76
orf02719    2092398    2093468    +3    14.09
orf02720    2093468    2094535    +2    14.05
orf02721    2094535    2095125    +1    14.76
orf02722    2095125    2095862    +3    15.39
orf02723    2095844    2096620    +2    15.22
orf02724    2096614    2097225    +1    12.90
orf02725    2098301    2097321    -3    7.35
orf02727    2099538    2098447    -1    9.84
orf02729    2101268    2099862    -3    13.67
orf02730    2102911    2101895    -2    19.94
orf02732    2103389    2102916    -3    4.55
orf02733    2104509    2103391    -1    3.24
orf02734    2106057    2105065    -1    3.18
orf02735    2107226    2106060    -3    3.25
orf02736    2108329    2107226    -2    3.25
orf02737    2109584    2108337    -3    3.01
orf02738    2109783    2109649    -1    4.67
orf02739    2111019    2110138    -1    7.49
orf02740    2111976    2111077    -1    6.57
orf02741    2113061    2111976    -3    6.72
orf02742    2114327    2113434    -3    10.70
orf02743    2115896    2114502    -3    8.39
orf02744    2117127    2115907    -1    12.16
orf02746    2118404    2117124    -3    14.51
orf02747    2120158    2118680    -2    17.13
