        
GLIMMER    (ver.    3.02;    iterated)    predictions:
orf01223    1043506    1043207    -2    5.94
orf01225    1044619    1043516    -2    7.83
orf01226    1044967    1044713    -2    9.56
orf01227    1045752    1044994    -1    8.01
orf01228    1046402    1045749    -3    3.69
orf01229    1047219    1046389    -1    7.11
orf01230    1049270    1047234    -3    8.99
orf01231    1049745    1049284    -1    12.62
orf01232    1050269    1049742    -3    9.02
orf01233    1052440    1050278    -2    8.58
orf01234    1052848    1052489    -2    9.07
orf01235    1053128    1052859    -3    7.49
orf01236    1053398    1054927    +2    7.01
orf01237    1054998    1055876    +3    7.41
orf01238    1055878    1056669    +1    7.51
orf01239    1056666    1058048    +3    6.87
orf01240    1058303    1059955    +2    4.83
orf01241    1060820    1060107    -3    7.72
orf01242    1061448    1060861    -1    7.20
orf01243    1062121    1061510    -2    9.00
orf01244    1062452    1062171    -3    9.38
orf01245    1062802    1062449    -2    7.01
orf01246    1063627    1062830    -2    7.76
orf01247    1064320    1063637    -2    9.06
orf01248    1065886    1064363    -2    5.78
orf01250    1066499    1065897    -3    8.09
orf01251    1068706    1066673    -2    6.26
orf01252    1068927    1069958    +3    9.15
orf01253    1070989    1070018    -2    10.77
orf01254    1072214    1070997    -3    7.70
